PMS	00079259	SA3880000129608016910669	SAR	20260323	0000189000,00	20260323	2026032320234701	P000	2515736
0000004500,00	SA8180000129608080039985	منتصر1	RJHI	Payroll		0000004000,00	0000000000,00	0000000500,00	0000000000,00	2170379099	2606010000000001
0000004500,00	SA4080000129608061298998	منتصر2	RJHI	Payroll		0000004000,00	0000000000,00	0000000500,00	0000000000,00	2224927349	2606010000000002
0000004500,00	SA6480000129608038442981	منتصر3	RJHI	Payroll		0000004000,00	0000000000,00	0000000500,00	0000000000,00	2632533655	2606010000000003
0000004500,00	SA5380000129608089318443	منتصر4	RJHI	Payroll		0000004000,00	0000000000,00	0000000500,00	0000000000,00	2633181850	2606010000000004
0000004500,00	SA7480000129608059519564	منتصر5	RJHI	Payroll		0000004000,00	0000000000,00	0000000500,00	0000000000,00	2633181967	2606010000000005
0000004500,00	SA8080000129608070647737	منتصر6	RJHI	Payroll		0000004000,00	0000000000,00	0000000500,00	0000000000,00	2633181991	2606010000000006
0000004500,00	SA4880000129608049873469	منتصر7	RJHI	Payroll		0000004000,00	0000000000,00	0000000500,00	0000000000,00	2633182312	2606010000000007
0000004500,00	SA7580000129608010628495	منتصر8	RJHI	Payroll		0000004000,00	0000000000,00	0000000500,00	0000000000,00	2633182387	2606010000000008
0000004500,00	SA5580000129608044230629	منتصر9	RJHI	Payroll		0000004000,00	0000000000,00	0000000500,00	0000000000,00	2633182445	2606010000000009
0000004500,00	SA1680000129608035400235	منتصر10	RJHI	Payroll		0000004000,00	0000000000,00	0000000500,00	0000000000,00	2633182486	2606010000000010
0000004500,00	SA8280000129608030932989	منتصر11	RJHI	Payroll		0000004000,00	0000000000,00	0000000500,00	0000000000,00	2633182536	2606010000000011
0000004500,00	SA8080000129608075306662	منتصر12	RJHI	Payroll		0000004000,00	0000000000,00	0000000500,00	0000000000,00	2633182718	2606010000000012
0000004500,00	SA3180000129608051663024	منتصر13	RJHI	Payroll		0000004000,00	0000000000,00	0000000500,00	0000000000,00	2633182791	2606010000000013
0000004500,00	SA1180000129608055820655	منتصر14	RJHI	Payroll		0000004000,00	0000000000,00	0000000500,00	0000000000,00	2633182916	2606010000000014
0000004500,00	SA1680000129608099633270	منتصر15	RJHI	Payroll		0000004000,00	0000000000,00	0000000500,00	0000000000,00	2633182932	2606010000000015
0000004500,00	SA8680000129608099027002	منتصر16	RJHI	Payroll		0000004000,00	0000000000,00	0000000500,00	0000000000,00	2633505819	2606010000000016
0000004500,00	SA4080000129608079282051	منتصر17	RJHI	Payroll		0000004000,00	0000000000,00	0000000500,00	0000000000,00	2633506015	2606010000000017
0000004500,00	SA8880000129608061527626	منتصر18	RJHI	Payroll		0000004000,00	0000000000,00	0000000500,00	0000000000,00	2633506080	2606010000000018
0000004500,00	SA8180000129608010349774	منتصر19	RJHI	Payroll		0000004000,00	0000000000,00	0000000500,00	0000000000,00	2633506247	2606010000000019
0000004500,00	SA9280000129608097905362	منتصر20	RJHI	Payroll		0000004000,00	0000000000,00	0000000500,00	0000000000,00	2633507070	2606010000000020
0000004500,00	SA2580000129608080390517	منتصر21	RJHI	Payroll		0000004000,00	0000000000,00	0000000500,00	0000000000,00	2633507138	2606010000000021
0000004500,00	SA2280000129608038992057	منتصر22	RJHI	Payroll		0000004000,00	0000000000,00	0000000500,00	0000000000,00	2633507195	2606010000000022
0000004500,00	SA2680000129608046699271	منتصر23	RJHI	Payroll		0000004000,00	0000000000,00	0000000500,00	0000000000,00	2633507336	2606010000000023
0000004500,00	SA1680000129608034897741	منتصر24	RJHI	Payroll		0000004000,00	0000000000,00	0000000500,00	0000000000,00	2633507450	2606010000000024
0000004500,00	SA9880000129608025808793	منتصر25	RJHI	Payroll		0000004000,00	0000000000,00	0000000500,00	0000000000,00	2633507617	2606010000000025
0000004500,00	SA5980000129608085602166	منتصر26	RJHI	Payroll		0000004000,00	0000000000,00	0000000500,00	0000000000,00	2633507732	2606010000000026
0000004500,00	SA8080000129608053919065	منتصر27	RJHI	Payroll		0000004000,00	0000000000,00	0000000500,00	0000000000,00	2633507864	2606010000000027
0000004500,00	SA5280000129608051085113	منتصر28	RJHI	Payroll		0000004000,00	0000000000,00	0000000500,00	0000000000,00	2633507914	2606010000000028
0000004500,00	SA3280000129608065600216	منتصر29	RJHI	Payroll		0000004000,00	0000000000,00	0000000500,00	0000000000,00	2633508011	2606010000000029
0000004500,00	SA2680000129608019077119	منتصر30	RJHI	Payroll		0000004000,00	0000000000,00	0000000500,00	0000000000,00	2633508094	2606010000000030
0000004500,00	SA2580000129608064722776	منتصر31	RJHI	Payroll		0000004000,00	0000000000,00	0000000500,00	0000000000,00	2633508185	2606010000000031
0000004500,00	SA3880000129608069586937	منتصر32	RJHI	Payroll		0000004000,00	0000000000,00	0000000500,00	0000000000,00	2633508250	2606010000000032
0000004500,00	SA2480000129608019006680	منتصر33	RJHI	Payroll		0000004000,00	0000000000,00	0000000500,00	0000000000,00	2633508375	2606010000000033
0000004500,00	SA3780000129608092409130	منتصر34	RJHI	Payroll		0000004000,00	0000000000,00	0000000500,00	0000000000,00	2633508441	2606010000000034
0000004500,00	SA2180000129608067975823	منتصر35	RJHI	Payroll		0000004000,00	0000000000,00	0000000500,00	0000000000,00	3583386291	2606010000000035
0000004500,00	SA7880000129608028180498	منتصر36	RJHI	Payroll		0000004000,00	0000000000,00	0000000500,00	0000000000,00	3583386358	2606010000000036
0000004500,00	SA4280000129608031315688	منتصر37	RJHI	Payroll		0000004000,00	0000000000,00	0000000500,00	0000000000,00	3583386481	2606010000000037
0000004500,00	SA2680000129608037899483	منتصر38	RJHI	Payroll		0000004000,00	0000000000,00	0000000500,00	0000000000,00	3583386655	2606010000000038
0000004500,00	SA6680000129608072272989	منتصر39	RJHI	Payroll		0000004000,00	0000000000,00	0000000500,00	0000000000,00	3583386739	2606010000000039
0000004500,00	SA7580000129608076788652	منتصر40	RJHI	Payroll		0000004000,00	0000000000,00	0000000500,00	0000000000,00	3583386804	2606010000000040
0000004500,00	SA6980000129608056245414	منتصر41	RJHI	Payroll		0000004000,00	0000000000,00	0000000500,00	0000000000,00	3583387067	2606010000000041
0000004500,00	SA2080000129608021936915	منتصر42	RJHI	Payroll		0000004000,00	0000000000,00	0000000500,00	0000000000,00	3583387281	2606010000000042
